Store Name,Address,Location,Timings,Phone,store_url,store_code
Saguna More,"Saguna More, Khagaul Road, Front of Panache Banquet, Patna, Bihar, 801503",Bihar,10:30 AM to 08:30 PM,91 8929438840,/stores/lenskart-com-saguna-more-saguna-more-khagaul-road-patna-949000/Home,LKST1026
Gaya Bihar,"House No Gm001/1374, Ward No 22, Gb Road, Near Zila School, Gb Road, In Front Of Mvi Office, Gaya, Bihar, 823001",Bihar,10:30 AM to 08:30 PM,91 9643855328,/stores/lenskart-com-gaya-bihar-gb-road-gaya-397839/Home,ST328
Arrah,"Ground Floor, Krishn Kutri, Pakri, Katira More Road, Bhojpur, Arrah, Near Aditya Vision, Arrah, Bihar, 802301",Bihar,10:30 AM to 09:00 PM,91 8929100813,/stores/lenskart-com-arrah-katira-more-arrah-arrah-329700/Home,ST398
Hajipur,"Khata No 476, Khesra No 693, Anwapur Chowk, Cinema Road, Hajipur, Bihar, 844101",Bihar,10:00 AM to 08:30 PM,91 9625530530,/stores/lenskart-com-hajipur-cinema-road-hajipur-hajipur-26531/Home,ST397
RN Shaw Chowk,"Hotel Holiday International, Shiv Shakti Enterprises, Rn Shaw Chowk, Opposite Roopbani Cinema, Purnia, Bihar, 854301",Bihar,10:30 AM to 08:30 PM,91 7428890223,/stores/optometrist-sunglasses-rn-shaw-chowk-purnia-61205/Home,ST223
Sampatchak,"Ground Floor, Gopalpur Thana, Near Reliance Trends, Sampatchak, Patna, Bihar, 800007",Bihar,10:00 AM to 08:00 PM,91 9582921302,/stores/lenskart-com-sampatchak-sampatchak-patna-340981/Home,LKST1873
Nala Road,"R K Avenue, Nala Road, Near Durga Mandir, Patna, Bihar, 800004",Bihar,10:30 AM to 08:30 PM,91 7428890246,/stores/optometrist-sunglasses-nala-road-patna-61226/Home,ST246
Rajeev Nagar,"Shyam Smirti Enclave, Rajeev Nagar, Near V Mart, Patna, Bihar, 800024",Bihar,10:30 AM to 08:30 PM,91 8929328703,/stores/lenskart-com-rajeev-nagar-rajeev-nagar-patna-14051/Home,LKST1033
Raja Bazar,"Shop No 4, Ground Floor, Rk Estate, Pillar 62, Raja Bazar, Opposite Igims, Patna, Bihar, 800014",Bihar,10:30 AM to 09:00 PM,91 7428890255,/stores/optometrist-sunglasses-raja-bazar-patna-61235/Home,ST255
Motihari,"Bank Road, Chhatauni, Mega Mall, Rajendra Nagar, Motihari, Chhatauni, In Front Of Rehman Hospital, Champaran, Bihar, 845401",Bihar,10:00 AM to 08:00 PM,91 7303743744,/stores/lenskart-com-motihari-chhatauni-champaran-248321/Home,ST344
"Club Road, Muzaffarpur","Savita Complex, Mithanpura, Club Road, Ramna, Mithanpura, Opposite Mddm College, Muzaffarpur, Bihar, 842002",Bihar,10:30 AM to 08:30 PM,91 7428890274,/stores/optometrist-sunglasses-ramna-muzaffarpur-61255/Home,ST274
Buxar,"Main Road Chowk, Thatheri Bazar, Near Reliance Trends, Buxar, Bihar, 802101",Bihar,10:30 AM to 08:30 PM,91 8929334374,/stores/lenskart-com-buxar-thatheri-bazar-buxar-703587/Home,ST533
Khaliphabag Chowk,"Shop No G5, Anshi Series City Complex, , Khaliphabag Chowk, Near Police Station Kotwali, Bhagalpur, Bihar, 812001",Bihar,10:30 AM to 08:30 PM,91 7428890293,/stores/optometrist-sunglasses-khaliphabag-chowk-bhagalpur-63459/Home,ST293
Anisabad,"Sumaya Residency, Ground Floor, Shop Bearing Nos G2 And G3, Khagaul Road, Phulwarisharif, Near Mahavir Institute And Research Centre, Patna, Bihar, 801505",Bihar,10:30 AM to 08:30 PM,91 8447918928,/stores/lenskart-com-anisabad-phulwarisharif-patna-758230/Home,ST561
Aurangabad,"Mg Road, Near Bank Of India, Mg Road, Aurangabad, Bihar, 824101",Bihar,10:30 AM to 08:30 PM,91 8929160805,/stores/lenskart-com-aurangabad-mg-road-aurangabad-532685/Home,ST559
Phulwarisharif,"Ground Floor, Opposite Citycart, Golamber, Phulwarisharif, Patna, Bihar, 801505",Bihar,10:30 AM to 08:30 PM,91 9953648294,/stores/lenskart-com-phulwarisharif-phulwarisharif-patna-151322/Home,LKST2307
Mirzapur,"Ward No 20, Lalbagh, Mirzapur, Near Poonam Cinema, Darbhanga, Bihar, 846004",Bihar,10:30 AM to 08:30 PM,91 9582370306,/stores/lenskart-com-mirzapur-darbhanga-optometrists-mirzapur-darbhanga-72952/Home,ST306
Mudichur,"No 20, Rathana Complex, Sri Ram Nagar, Mudichur Road, Tambaram West, Mudichur, Next To More Supre Market, Chennai, Tamil Nadu, 600045",Chennai,11:00 AM to 09:30 PM,91 9319372753,/stores/lenskart-com-mudichur-mudichur-chennai-398362/Home,LKST634
Nungambakkam,"Door No 125/1, Rose Wood Office, Nungambakkam High Road, Nungambakkam, Opposite Teresa Church, Chennai, Tamil Nadu, 600034",Chennai,11:00 AM to 09:30 PM,91 8929346301,/stores/lenskart-com-nungambakkam-nungambakkam-chennai-102083/Home,LKST1193
Jawahar Nagar,"Plot No B95, Old Door 37, New Door 22, First Main Road, Jawahar Nagar, Near Max Showroom, Chennai, Tamil Nadu, 600082",Chennai,11:00 AM to 09:30 PM,91 7428891107,/stores/optometrist-sunglasses-jawahar-nagar-chennai-60854/Home,LKST107
Perumbakkam,"G1, Plot No 3, Vgp Prabhu Nagar, Perumbakkam, Opposite Advent Church, Chennai, Tamil Nadu, 600100",Chennai,11:00 AM to 09:00 PM,91 7428891108,/stores/optometrist-sunglasses-perumbakkam-kanchipuram-60855/Home,LKST108
100ft Bypass Road Velachery,"No 1 & 2 Main Road, Venkateswara Nagar, 100Ft Bypass Road, Velachery, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 09:30 PM,91 8929345177,/stores/lenskart-com-100ft-bypass-road-velachery-velachery-chennai-429561/Home,LKST1222
Saligramam,"No 71, 1, Arcot Road, Vadapalani, Vadapalani, Chennai, Tamil Nadu, 600026",Chennai,11:00 AM to 09:30 PM,91 7303440441,/stores/lenskart-com-saligramam-vadapalani-chennai-920836/Home,LKST615
Redhills,"183/16 Gnt Road, Redhills, Near Annamalai Cell City, Chennai, Tamil Nadu, 600052",Chennai,10:30 AM to 09:30 PM,91 9319372360,/stores/lenskart-com-redhills-redhills-chennai-934324/Home,LKST657
Nanganallur,"38/13, 1St Main Road, Macmillan Colony, Nanganallur, Chennai, Tamil Nadu, 600061",Chennai,11:00 AM to 09:30 PM,91 9667253254,/stores/lenskart-com-nanganallur-nanganallur-chennai-557915/Home,LKST1088
Perambur Moolakadai,"No 14, Madhavaram High Road Sembiam, Moolakadai, Perambur Road, Madhavaram, Opposite Simpon Gate No 1, Chennai, Tamil Nadu, 600011",Chennai,11:00 AM to 09:30 PM,91 8929328704,/stores/lenskart-com-perambur-road-madavaram-madavaram-chennai-139797/Home,LKST1160
Selaiyur,"27, Agaram Main Road, Ranganatha Nagar, Selaiyur, Chennai, Tamil Nadu, 600073",Chennai,11:00 AM to 09:30 PM,91 9319375434,/stores/lenskart-com-selaiyur-selaiyur-chennai-518733/Home,LKST715
Kandanchavadi,"New No 08, Old No 6/169 Mgr Main Road, Govindaswamy Nagar 5Th Street, Kandanchavadi, Next To Gem Hospital, Chennai, Tamil Nadu, 600096",Chennai,11:00 AM to 09:30 PM,91 7065043626,/stores/lenskart-com-kandanchavadi-kandanchavadi-chennai-404484/Home,LKST1517
Kanathur,"# 415, Ecr Road, Next To Amet University, Kanathur, Chennai, 603112",Chennai,11:00 AM to 09:00 PM,91 8929347327,/stores/lenskart-com-kanathur-ecr-road-kanathur-804148/Home,LKST1634
"Ashok Nagar, Chennai","Shop No 38 (Old) 60 (New), Ground Floor, Jai Durga Apartment, Ashok Nagar, Chennai, Hot Chips, 1St Avenue, Chennai, Tamil Nadu, 600083",Chennai,11:00 AM to 09:30 PM,91 7428891139,/stores/optometrist-sunglasses-ashok-nagar-chennai-60886/Home,LKST139
Urapakkam,"Urapakkam Flyover, Sri Balaji Nagar, Urapakkam, Perungalathur, Urapakkam, Chennai, Tamil Nadu, 603211",Chennai,11:00 AM to 09:30 PM,91 8447745638,/stores/lenskart-com-urapakkam-urapakkam-chennai-733457/Home,LKST982
Thiruvottiyur,"Shop No 93, Ssm Complex, Rajakadai, Thiruvottiyur, Opposite Rohit Hospital, Chennai, Tamil Nadu, 600019",Chennai,11:00 AM to 09:00 PM,91 7428891142,/stores/optometrist-sunglasses-thiruvottiyur-tiruvallur-60889/Home,LKST142
Velachery,"No 26, 15/17A, Velachery Bypass Road, Rajalakshmi Nagar, Velachery, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 09:30 PM,91 8447804958,/stores/lenskart-com-velachery-100ft-road-velachery-chennai-801229/Home,LKST935
Aminjikarai,"Old # 295, New # 507, Ph Road, Aminjikarai, Chennai, Tamil Nadu, 600029",Chennai,11:00 AM to 09:30 PM,91 8929182172,/stores/lenskart-com-aminjikarai-aminjikarai-chennai-505786/Home,LKST1128
Singaperumal Koil,"9/6, Gst Road, Periyar Street, Periya Vinjiyam Bakkam, Singaperumal Koil, Opposite Icici Bank, Chennai, Tamil Nadu, 603204",Chennai,11:00 AM to 09:30 PM,91 8447913903,/stores/lenskart-com-singaperumal-koil-singaperumal-koil-chennai-691165/Home,LKST1575
West K K Nagar,"Shop No 1069, Munusamy Salai, West K K Nagar, Next To Puducherry Guest House, Chennai, Tamil Nadu, 600078",Chennai,11:00 AM to 09:00 PM,91 7428890083,/stores/optometrist-sunglasses-hyders-chennai-61296/Home,ST83
Tirumullaivoyal,"No 62/1, Cth Road, Near Ss Briyani, Thirumullaivoyal, Opposite Indian Bank, Chennai, Tamil Nadu, 600062",Chennai,10:30 AM to 09:30 PM,91 8929435405,/stores/lenskart-com-tirumullaivoyal-thirumullaivoyal-chennai-627977/Home,LKST926
"Phoenix Market City Mall, Velachery","Shop No 142, 1St Floor, Phoenix Market City Mall, Velachery, Next To Raymonds Showroom, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 10:00 PM,91 7428891148,/stores/optometrist-sunglasses-velachery-road-chennai-60895/Home,LKST148
Rajakilpakkam,"Shop No 31, Plot No 1, Sembakkam, Mgr Street, Rajakilpakkam, Near To New Life Hospital, Chennai, Tamil Nadu, 600073",Chennai,11:00 AM to 09:30 PM,91 7428891150,/stores/optometrist-sunglasses-rajakilpakkam-kanchipuram-60897/Home,LKST150
Ambedkar Road,"Ssa Arcade, 10/1, Ground Floor, Dr Ambedkar Road, 4Th Avenue, Ashok Nagar, Opposite Thick Shake Factory, Chennai, Tamil Nadu, 600083",Chennai,11:00 AM to 09:30 PM,91 8929033731,/stores/lenskart-com-ambedkar-road-ashok-nagar-chennai-386944/Home,LKST706
Flagship Store Avadi,"210, Nehru Bazar, Ph Road, Avadi, Near Chinnamman Temple, Chennai, Tamil Nadu, 600054",Chennai,10:30 AM to 09:30 PM,91 8447820963,/stores/lenskart-com-avadi-nmk-avadi-chennai-81970/Home,LKST928
Pallavaram Market,"# 8/14, Indira Gandhi Road, C Pallavaram, Chennai, Tamil Nadu, 600043",Chennai,11:00 AM to 09:30 PM,91 9540845413,/stores/lenskart-com-pallavaram-c-pallavaram-chennai-601507/Home,LKST1838
Navalur,"Shop No 22, Rajiv Gandhi Salai, Navalur, Kanchipuram, Opposite Ags Cinemas, Chennai, Tamil Nadu, 603103",Chennai,11:00 AM to 09:00 PM,91 7428891158,/stores/optometrist-sunglasses-navalur-kanchipuram-60905/Home,LKST158
Besant Nagar,"11, Annai Velankani Road, Ashtalakshmi Garden, Besant Nagar, Chennai, Next To Axis Bank, Chennai, Tamil Nadu, 600090",Chennai,11:00 AM to 09:30 PM,91 9910380381,/stores/lenskart-com-besant-nagar-chennai-chennai-669211/Home,LKST676
Mowlivakkam,"5C, 212, Kundrathur Road, Moulivakkam, Chennai, Tamil Nadu, 600125",Chennai,11:00 AM to 09:30 PM,91 8447806514,/stores/lenskart-com-mowlivakkam-moulivakkam-chennai-214583/Home,LKST971
Madhanandapuram,"No 112, Mugalivakkam Main Road, Santhosh Nagar, Madhanandapuram, Chennai, Tamil Nadu, 600125",Chennai,11:00 AM to 09:30 PM,91 8929265275,/stores/lenskart-com-madhanandapuram-madhanandapuram-chennai-117940/Home,LKST1332
Perungudi,"48, 4, Old Mahabalipuram Road, Tirumalai Nagar, Perungudi, Next To World Trade Centre, Chennai, Tamil Nadu, 600096",Chennai,11:00 AM to 09:30 PM,91 7303238239,/stores/lenskart-com-perungudi-perungudi-chennai-145318/Home,LKST697
Karayanchavadi,"Ground Floor, Dj Complex, 52 Trunk Road, Karayanchavadi, Poonamalle, Chennai, Tamil Nadu, 600056",Chennai,11:00 AM to 09:30 PM,91 9582511445,/stores/lenskart-com-karayanchavadi-optometrists-poonamalle-chennai-78379/Home,LKST445
Mount Road,"No 117/2, Mount Road, Anna Salai, Next To Sangam Hotel, Chennai, Tamil Nadu, 600002",Chennai,11:00 AM to 09:30 PM,91 8929338696,/stores/lenskart-com-mount-road-mount-road-chennai-769159/Home,LKST946
Porur Arcot Road,"3, Arcot Road, Sai Nagar, Porur Arcot Road, Next To Sony Centre, Chennai, Tamil Nadu, 600116",Chennai,11:00 AM to 09:30 PM,91 9319374288,/stores/lenskart-com-porur-arcot-road-porur-arcot-road-chennai-252265/Home,LKST658
Kilpauk,"62C, Ormes Road, Kilpauk, Next To Orms Junction, Chennai, Tamil Nadu, 600010",Chennai,11:00 AM to 09:30 PM,91 8588808657,/stores/lenskart-com-kilpauk-kilpauk-chennai-588495/Home,LKST736
Madipakkam,"Shop No 3, Medavakkam Main Road, Madipakkam, Below Indian Bank, Chennai, Tamil Nadu, 600091",Chennai,11:00 AM to 09:30 PM,91 7428891181,/stores/optometrist-sunglasses-madipakkam-chennai-60924/Home,LKST181
200ft Radial Road,"Survey No 257/4-B, Zamin Pallavaram, 200ft Radial Road, Taluk Tambaram, District Kancheepuram, Chennai, Tamil Nadu, 600044",Chennai,11:00 AM to 09:30 PM,91 9582386812,/stores/lenskart-com-200ft-radial-road-kancheepuram-chennai-310812/Home,LKST1794
Flagship Store at Adyar,"Shop No 57, Kg Vallencia, First Main Road, Gandhi Nagar, Adyar, Opposite Ramkey Tvs, Chennai, Tamil Nadu, 600020",Chennai,11:00 AM to 09:30 PM,91 7428891182,/stores/optometrist-sunglasses-adyar-chennai-60925/Home,LKST182
Porur,"23, Trunk Road, Jaya Nagar, Porur Junction, Chennai, Tamil Nadu, 600116",Chennai,11:00 AM to 09:30 PM,91 8929341371,/stores/lenskart-com-porur-porur-junction-chennai-730395/Home,LKST1050
Valasaravakkam,"Shop No 173, RA Complex, Arcot Road, Opposite Idfc First Bank, Valasaravakkam, Chennai, Tamil Nadu, 600087",Chennai,11:00 AM to 09:30 PM,91 7428891183,/stores/optometrist-sunglasses-valasaravakkam-tiruvallur-60926/Home,LKST183
Oggiyamduraipakkam,"Plot No 6, 200 Ft Radial Road, Sai Nagar, Toll Plaza Thoraippakkam, Sai Nagar, Chennai, Tamil Nadu, 600097",Chennai,11:00 AM to 09:30 PM,91 7838290305,/stores/lenskart-com-oggiyamduraipakkam-optometrists-sai-nagar-kanchipuram-80970/Home,LKST431
Flagship Store Madipakkam,"No 11, Madipakkam, Main Road Kaiveli, Velachery, Opposite Barath Petrol Bunk, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 09:30 PM,91 8929342519,/stores/lenskart-com-madipakkam-kaiveli-chennai-34181/Home,LKST905
Perambur,"Shop No 68, Ground Floor, Paper Mills Road, Perambur, Near Perumbur Church, Chennai, Tamil Nadu, 600011",Chennai,11:00 AM to 09:30 PM,91 8800442742,/stores/lenskart-com-perambur-optometrists-perambur-chennai-80637/Home,LKST442
Moggapair West,"Pc 2/6, Second Block, Moggapair West, Near Bharat Petroleum Petrol Pump, Chennai, Tamil Nadu, 600037",Chennai,10:30 AM to 09:30 PM,91 7428891190,/stores/optometrist-sunglasses-moggapair-west-tiruvallur-60933/Home,LKST190
Kolathur,"No 66 & 67, Sivanandha Nagar, 200 Feet Road, Kolathur, Kolathur, Near Sendhil Nagar Bus Stop, Chennai, Tamil Nadu, 600099",Chennai,11:00 AM to 09:30 PM,91 9319359741,/stores/lenskart-com-kolathur-kolathur-chennai-241708/Home,LKST713
Flagship Store at Thuraipakkam,"Shop No 5/351, Omr Road, Okkiyampettar, Thuraipakkam, Opposite Indian Oil Petrol Pump, Chennai, Tamil Nadu, 600097",Chennai,11:00 AM to 09:30 PM,91 7428891200,/stores/optometrist-sunglasses-okkiyampettar-kanchipuram-60942/Home,LKST200
Tambaram,"TJP Complex, GST Road, Tambaram Sanatorium, Tambaram, Chennai, Tamil Nadu, 600045",Chennai,11:00 AM to 09:30 PM,91 8929341351,/stores/lenskart-com-tambaram-tambaram-chennai-87749/Home,LKST1087
West Mambalam,"Shop No 37/B, Aryagowda Road, Postal Colony, West Mambalam, Opposite West Mambalam Post Office, Chennai, Tamil Nadu, 600033",Chennai,11:00 AM to 09:30 PM,91 7428890159,/stores/optometrist-sunglasses-west-mambalam-chennai-61152/Home,ST159
Saidapet,"Old No 118, New Door No 16, Bazzar Road, Saidapet, Chennai, Tamil Nadu, 600015",Chennai,11:00 AM to 09:30 PM,91 8929346562,/stores/lenskart-com-saidapet-saidapet-chennai-661242/Home,LKST1024
RK Mutt Road,"234, Rk Mutt Road, Mylapore, Mylapore, Chennai, Tamil Nadu, 600004",Chennai,11:00 AM to 09:30 PM,91 8447822476,/stores/lenskart-com-rk-mutt-road-mylapore-chennai-112487/Home,LKST1117
Keelkattalai,"#100, Ground Floor, Medavakam Main Road, Keelkattalai, Chennai, Tamil Nadu, 600117",Chennai,11:00 AM to 09:30 PM,91 9873091465,/stores/lenskart-com-keelkattalai-keelkattalai-chennai-664940/Home,LKST465
"MKB Nagar, Chennai","No 22, Kambar Street, Vivekananda Nagar, Mkb Nagar, Kodungaiyur, Opposite Hp Petrol Pump, Chennai, Tamil Nadu, 600118",Chennai,11:00 AM to 09:30 PM,91 8447743721,/stores/lenskart-com-mkb-nagar-chennai-mkb-nagar-chennai-956429/Home,LKST1053
Hastinapuram,"52, Dr Rajendra Prasad Road, Kumudham Colony, Nehru Nagar, Hastinapuram, Chromepet, Chennai, Tamil Nadu, 600064",Chennai,11:00 AM to 09:30 PM,91 8929338318,/stores/lenskart-com-hastinapuram-hastinapuram-chennai-665458/Home,LKST1040
Injambakkam ECR,"Plot B, Survey No 56/1A Ground Floor, Promenade Sh49, Ecr Injambakkam, Opposite Vgp, Chennai, Tamil Nadu, 600115",Chennai,11:00 AM to 09:00 PM,91 8929165514,/stores/lenskart-com-injambakkam-ecr-ecr-injambakkam-chennai-768168/Home,LKST1429
Chinmayanagar,"Survey No 102, Patta No 74, 104, Kaliamman Koil St, Virugambakkam, Chinmayanagar, Chennai, Tamil Nadu, 600092",Chennai,11:00 AM to 09:30 PM,91 9582549032,/stores/lenskart-com-chinmayanagar-chinmayanagar-chennai-778882/Home,LKST1795
Nelson Manickam Road,"154/24 A, Nelson Manickam Road, Metha Nagar, Near Shobhan Babu Statue, Chennai, Tamil Nadu, 600029",Chennai,11:00 AM to 09:30 PM,91 8929341301,/stores/lenskart-com-nelson-manickam-road-metha-nagar-chennai-661640/Home,LKST1075
MMDA Colony Arumbakkam,"No 26, Vinayagapuram Street, 1St Main Road, Mmda Colony Arumbakkam, Mmda Colony Arumbakkam, Opposite Apollo Pharmacy, Chennai, Tamil Nadu, 600106",Chennai,11:00 AM to 09:30 PM,91 8929508654,/stores/lenskart-com-mmda-colony-arumbakkam-mmda-colony-arumbakkam-chennai-62416/Home,LKST854
Adambakkam Brindhavan Road,"5, Sakthi Nagar Main Road, Adambakkam, Near Nayana Petrol Pump, Chennai, Tamil Nadu, 600088",Chennai,11:00 AM to 09:30 PM,91 8929311301,/stores/lenskart-com-adambakkam-adambakkam-chennai-691863/Home,LKST1127
18th Main Road Anna Nagar,"269, 18Th Main Road, Udhayam Colony, Anna Nagar, 18Th Main Road, Chennai, Tamil Nadu, 600040",Chennai,11:00 AM to 09:30 PM,91 8929266320,/stores/lenskart-com-18th-main-road-anna-nagar-18th-main-road-chennai-884853/Home,LKST1413
Flagship Store at Chrompet,"Shop No 212, Ground Floor, Gst Road, , Chrompet, Near Chrompet Railway Station, Chennai, Tamil Nadu, 600044",Chennai,11:00 AM to 09:30 PM,91 7428891267,/stores/optometrist-sunglasses-gst-road-kanchipuram-61000/Home,LKST267
Tambaram,"Shop No 12/B, Ground Floor, Kakkan Street, West Tambaram, Next To Vidhya Theatre, Chennai, Tamil Nadu, 600045",Chennai,11:00 AM to 09:30 PM,91 7428890263,/stores/lenskart-com-tambaram-tambaram-chennai-762186/Home,LKST687
Perungalathur,"New No 24, Old No 42, Kalaignar Nedunchalai, Srinivasanagar, Perungalathur, Chennai, Tamil Nadu, 600063",Chennai,11:00 AM to 09:30 PM,91 7065344888,/stores/lenskart-com-perungalathur-perungalathur-chennai-51790/Home,LKST870
Flagship Store at Anna Nagar,"Shop No Ab152, Flat No 41B, 4Th Avenue, Shanthi Colony, Anna Nagar, Opposite Srivari Sweets, Chennai, Tamil Nadu, 600040",Chennai,11:00 AM to 09:30 PM,91 7428891289,/stores/optometrist-sunglasses-anna-nagar-chennai-61016/Home,LKST289
Kattupakkam,"2/220, Kattupakkam Main Road, No 47, Taluk Ponnamallee South, Chennai, Tamil Nadu, 600056",Chennai,11:00 AM to 09:30 PM,91 9643883035,/stores/lenskart-com-kattupakkam-kattupakkam-chennai-625950/Home,LKST2061
Triplicane,"203/360, Triplicane High Road, Triplicane, Opposite To South Indian Bank, Chennai, Tamil Nadu, 600005",Chennai,11:00 AM to 09:30 PM,91 8447731038,/stores/lenskart-com-triplicane-triplicane-chennai-387317/Home,LKST837
Adambakkam,"No 33 & 56, Old, Vellalar St, Near to Grace Super Market, Paramesh Nagar, Adambakkam, Chennai, Tamil Nadu, 600088",Chennai,11:00 AM to 09:30 PM,91 8376801687,/stores/lenskart-com-adambakkam-adambakkam-chennai-51822/Home,LKST1286
Mogappair,"G2, Block 1, Amm Towers, No 50, Thiruvalluvar Road, Mogappair East, Near Spartan School, Chennai, Tamil Nadu, 600037",Chennai,10:30 AM to 09:30 PM,91 7303765766,/stores/lenskart-com-spartan-school-road-mogappair-east-chennai-452740/Home,LKST576
Iyyappanthangal,"50, Arihant Square, Gf, Mt Poonamalle Raod, Iyyappanthangal, Near Smrc Kfc, Chennai, Tamil Nadu, 600056",Chennai,11:00 AM to 09:30 PM,91 9205952953,/stores/lenskart-com-iyyappanthangal-iyyappanthangal-chennai-661262/Home,LKST595
Marina Mall,"Shop No 21A, Second Floor, Survey 13/1A, Egatoor, Marina Mall, Near Lifestyle, Chennai, Tamil Nadu, 603103",Chennai,11:00 AM to 09:30 PM,91 7428891336,/stores/optometrist-sunglasses-egatoor-kanchipuram-61538/Home,LKST336
Gowrivakkam,"Plot#1, Bhuvaneswari Nagar, Velacherri Main Road, Gowrivakkam, Next To Saibaba Temple Lane, Chennai, Tamil Nadu, 600073",Chennai,11:00 AM to 09:00 PM,91 8826611590,/stores/lenskart-com-gowrivakkam-gowrivakkam-chennai-16464/Home,LKST590
Ayanavaram,"383, Konnur High Road, United India Nagar, Ayanavaram, Chennai, Tamil Nadu, 600023",Chennai,11:00 AM to 09:30 PM,91 9999213852,/stores/lenskart-com-ayanavaram-ayanavaram-chennai-504302/Home,LKST981
Kundrathoor,"# 09, Thulukka Street, Kundrathur, Opposite City Union Bank, Chennai, Tamil Nadu, 600069",Chennai,11:00 AM to 09:30 PM,91 8929277895,/stores/lenskart-com-kundrathoor-kundrathur-chennai-104938/Home,LKST1129
